,Feature 1,Feature 2,Label,Jaccard Similarity,Predicted Label
1394,github crowdin integration,draw some lines,different,0,different
1395,build paintroid pull requests catroid develop jenkins,draw some lines,different,0,different
1396,reuse drawingsurface pipette activity,draw some lines,different,0,different
1397,image file size editing,draw some lines,different,0,different
1398,upload mapping jenkins release builds,draw some lines,different,0,different
1399,correct user intended position tools,draw some lines,different,0,different
1400,dynamic color scheme,draw some lines,different,0,different
1402,save temporary copies automatically,drawing tool for kids,different,0,different
1404,save load pocketpaint format,drawing tool for kids,different,0,different
1405,save load pocketpaint format,drawing tool for kids,different,0,different
1406,hide unhide layer,drawing tool for kids,different,0,different
1407,share feature,drawing tool for kids,different,0,different
1408,feedback menu entry overflow menu,drawing tool for kids,different,0,different
1410,insert image catrobat media gallery,drawing tool for kids,different,0,different
1411,auto crop icon,drawing tool for kids,different,0,different
1415,save dialog,drawing tool for kids,different,0,different
1416,better compression research implementation,drawing tool for kids,different,0,different
1417,export,drawing tool for kids,different,0,different
1420,fastlane support huawei store,drawing tool for kids,different,0,different
1421,github crowdin integration,drawing tool for kids,different,0,different
1422,build paintroid pull requests catroid develop jenkins,drawing tool for kids,different,0,different
1423,reuse drawingsurface pipette activity,drawing tool for kids,different,0,different
1424,image file size editing,drawing tool for kids,different,0,different
1425,upload mapping jenkins release builds,drawing tool for kids,different,0,different
1427,dynamic color scheme,drawing tool for kids,different,0,different
1428,close transform tool options clicking apply,drawing tools like brush,different,0,different
1429,save temporary copies automatically,drawing tools like brush,different,0,different
1430,paste tool,drawing tools like brush,different,0,different
1431,save load pocketpaint format,drawing tools like brush,different,0,different
1432,save load pocketpaint format,drawing tools like brush,different,0,different
1433,hide unhide layer,drawing tools like brush,different,0,different
1434,share feature,drawing tools like brush,different,0,different
1435,feedback menu entry overflow menu,drawing tools like brush,different,0,different
